hfdst;icd_code;diagnose;nis_code;arrondissement_van_woonplaats_van_de_patiënt;klass_hosp;dag_hosp
1 - Infectieziekten en parasitaire ziekten (001-139);9;Niet scherp omschreven darminfecties;93.0;Philippeville;18;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);9;Niet scherp omschreven darminfecties;99.0;Zonder vast verblijf;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);10;Primaire tuberculeuze infectie;11.0;Antwerpen;6;0
1 - Infectieziekten en parasitaire ziekten (001-139);10;Primaire tuberculeuze infectie;12.0;Mechelen;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);10;Primaire tuberculeuze infectie;13.0;Turnhout;0;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);10;Primaire tuberculeuze infectie;21.0;Brussel-Hoofdstad;7;0
1 - Infectieziekten en parasitaire ziekten (001-139);10;Primaire tuberculeuze infectie;23.0;Halle-Vilvoorde;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);10;Primaire tuberculeuze infectie;24.0;Leuven;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);10;Primaire tuberculeuze infectie;34.0;Kortrijk;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);10;Primaire tuberculeuze infectie;35.0;Oostende;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);10;Primaire tuberculeuze infectie;42.0;Dendermonde;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);10;Primaire tuberculeuze infectie;46.0;Sint-Niklaas;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);10;Primaire tuberculeuze infectie;53.0;Bergen;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);10;Primaire tuberculeuze infectie;54.0;Moeskroen;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);10;Primaire tuberculeuze infectie;62.0;Luik;13;0
1 - Infectieziekten en parasitaire ziekten (001-139);10;Primaire tuberculeuze infectie;63.0;Verviers;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);10;Primaire tuberculeuze infectie;71.0;Hasselt;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);10;Primaire tuberculeuze infectie;82.0;Bastenaken;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);10;Primaire tuberculeuze infectie;99.0;Zonder vast verblijf;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;0.0;Buitenlands verblijf;9;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;11.0;Antwerpen;75;9
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;12.0;Mechelen;15;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;13.0;Turnhout;14;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;21.0;Brussel-Hoofdstad;149;10
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;23.0;Halle-Vilvoorde;19;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;24.0;Leuven;13;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;25.0;Nijvel;13;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;31.0;Brugge;9;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;32.0;Diksmuide;0;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;33.0;Ieper;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;34.0;Kortrijk;6;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;35.0;Oostende;20;7
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;36.0;Roeselare;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;37.0;Tielt;6;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;38.0;Veurne;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;41.0;Aalst;7;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;42.0;Dendermonde;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;43.0;Eeklo;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;44.0;Gent;14;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;45.0;Oudenaarde;< 5;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;46.0;Sint-Niklaas;6;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;51.0;Aat;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;52.0;Charleroi;33;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;53.0;Bergen;9;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;54.0;Moeskroen;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;55.0;Zinnik;9;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;56.0;Thuin;10;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;57.0;Doornik;< 5;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;61.0;Hoei;< 5;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;62.0;Luik;36;6
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;63.0;Verviers;14;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;64.0;Borgworm;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;71.0;Hasselt;14;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;72.0;Maaseik;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;73.0;Tongeren;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;81.0;Aarlen;0;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;82.0;Bastenaken;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;83.0;Marche-en-Famenne;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;84.0;Neufchâteau;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;85.0;Virton;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;91.0;Dinant;5;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;92.0;Namen;5;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;93.0;Philippeville;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);11;Longtuberculose;99.0;Zonder vast verblijf;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;0.0;Buitenlands verblijf;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;11.0;Antwerpen;18;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;12.0;Mechelen;0;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;21.0;Brussel-Hoofdstad;17;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;23.0;Halle-Vilvoorde;< 5;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;25.0;Nijvel;< 5;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;31.0;Brugge;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;34.0;Kortrijk;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;35.0;Oostende;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;36.0;Roeselare;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;41.0;Aalst;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;42.0;Dendermonde;< 5;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;44.0;Gent;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;45.0;Oudenaarde;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;46.0;Sint-Niklaas;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;52.0;Charleroi;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;55.0;Zinnik;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;62.0;Luik;6;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;63.0;Verviers;5;0
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;71.0;Hasselt;6;0
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;72.0;Maaseik;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;73.0;Tongeren;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;91.0;Dinant;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);12;Andere vormen van tuberculose van de tractus respiratorius;92.0;Namen;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);13;Tuberculose van meningen en centraal zenuwstelsel;0.0;Buitenlands verblijf;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);13;Tuberculose van meningen en centraal zenuwstelsel;11.0;Antwerpen;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);13;Tuberculose van meningen en centraal zenuwstelsel;21.0;Brussel-Hoofdstad;12;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);13;Tuberculose van meningen en centraal zenuwstelsel;24.0;Leuven;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);13;Tuberculose van meningen en centraal zenuwstelsel;52.0;Charleroi;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);13;Tuberculose van meningen en centraal zenuwstelsel;62.0;Luik;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);13;Tuberculose van meningen en centraal zenuwstelsel;63.0;Verviers;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);13;Tuberculose van meningen en centraal zenuwstelsel;71.0;Hasselt;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);14;Tuberculose van darmen, peritoneum en mesenteriale klieren;0.0;Buitenlands verblijf;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);14;Tuberculose van darmen, peritoneum en mesenteriale klieren;11.0;Antwerpen;5;0
1 - Infectieziekten en parasitaire ziekten (001-139);14;Tuberculose van darmen, peritoneum en mesenteriale klieren;12.0;Mechelen;< 5;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);14;Tuberculose van darmen, peritoneum en mesenteriale klieren;21.0;Brussel-Hoofdstad;10;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);14;Tuberculose van darmen, peritoneum en mesenteriale klieren;23.0;Halle-Vilvoorde;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);14;Tuberculose van darmen, peritoneum en mesenteriale klieren;24.0;Leuven;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);14;Tuberculose van darmen, peritoneum en mesenteriale klieren;25.0;Nijvel;0;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);14;Tuberculose van darmen, peritoneum en mesenteriale klieren;31.0;Brugge;< 5;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);14;Tuberculose van darmen, peritoneum en mesenteriale klieren;45.0;Oudenaarde;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);14;Tuberculose van darmen, peritoneum en mesenteriale klieren;46.0;Sint-Niklaas;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);14;Tuberculose van darmen, peritoneum en mesenteriale klieren;53.0;Bergen;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);14;Tuberculose van darmen, peritoneum en mesenteriale klieren;55.0;Zinnik;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);14;Tuberculose van darmen, peritoneum en mesenteriale klieren;71.0;Hasselt;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);14;Tuberculose van darmen, peritoneum en mesenteriale klieren;84.0;Neufchâteau;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);15;Tuberculose van botten en gewrichten;0.0;Buitenlands verblijf;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);15;Tuberculose van botten en gewrichten;11.0;Antwerpen;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);15;Tuberculose van botten en gewrichten;13.0;Turnhout;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);15;Tuberculose van botten en gewrichten;21.0;Brussel-Hoofdstad;9;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);15;Tuberculose van botten en gewrichten;31.0;Brugge;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);15;Tuberculose van botten en gewrichten;32.0;Diksmuide;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);15;Tuberculose van botten en gewrichten;35.0;Oostende;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);15;Tuberculose van botten en gewrichten;38.0;Veurne;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);15;Tuberculose van botten en gewrichten;43.0;Eeklo;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);15;Tuberculose van botten en gewrichten;44.0;Gent;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);15;Tuberculose van botten en gewrichten;46.0;Sint-Niklaas;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);15;Tuberculose van botten en gewrichten;52.0;Charleroi;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);15;Tuberculose van botten en gewrichten;62.0;Luik;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);15;Tuberculose van botten en gewrichten;63.0;Verviers;< 5;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);15;Tuberculose van botten en gewrichten;72.0;Maaseik;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);16;Tuberculose van het urogenitaal stelsel;11.0;Antwerpen;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);16;Tuberculose van het urogenitaal stelsel;21.0;Brussel-Hoofdstad;5;0
1 - Infectieziekten en parasitaire ziekten (001-139);16;Tuberculose van het urogenitaal stelsel;23.0;Halle-Vilvoorde;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);16;Tuberculose van het urogenitaal stelsel;25.0;Nijvel;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);16;Tuberculose van het urogenitaal stelsel;44.0;Gent;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);16;Tuberculose van het urogenitaal stelsel;57.0;Doornik;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;0.0;Buitenlands verblijf;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;11.0;Antwerpen;9;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;13.0;Turnhout;< 5;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;21.0;Brussel-Hoofdstad;13;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;23.0;Halle-Vilvoorde;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;24.0;Leuven;< 5;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;25.0;Nijvel;6;0
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;34.0;Kortrijk;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;35.0;Oostende;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;36.0;Roeselare;< 5;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;41.0;Aalst;< 5;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;42.0;Dendermonde;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;44.0;Gent;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;52.0;Charleroi;5;0
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;53.0;Bergen;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;55.0;Zinnik;5;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;57.0;Doornik;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;62.0;Luik;5;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;63.0;Verviers;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;71.0;Hasselt;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;72.0;Maaseik;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;73.0;Tongeren;0;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;84.0;Neufchâteau;0;< 5
1 - Infectieziekten en parasitaire ziekten (001-139);17;Tuberculose van andere organen;92.0;Namen;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);18;Miliaire tuberculose;0.0;Buitenlands verblijf;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);18;Miliaire tuberculose;21.0;Brussel-Hoofdstad;7;0
1 - Infectieziekten en parasitaire ziekten (001-139);18;Miliaire tuberculose;23.0;Halle-Vilvoorde;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);18;Miliaire tuberculose;24.0;Leuven;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);18;Miliaire tuberculose;31.0;Brugge;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);18;Miliaire tuberculose;35.0;Oostende;< 5;0
1 - Infectieziekten en parasitaire ziekten (001-139);18;Miliaire tuberculose;38.0;Veurne;< 5;0
