chap;code_icd;diagnostic;code_ins;arrondissement_du_domicile_du_patient;hosp_class;hosp_de_jour
1 - Maladies infectieuses et parasitaires (001-139);10;Primo-infection tuberculeuse;35.0;Ostende;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);10;Primo-infection tuberculeuse;42.0;Termonde;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);10;Primo-infection tuberculeuse;46.0;Saint-Nicolas;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);10;Primo-infection tuberculeuse;53.0;Mons;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);10;Primo-infection tuberculeuse;54.0;Mouscron;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);10;Primo-infection tuberculeuse;62.0;Liège;13;0
1 - Maladies infectieuses et parasitaires (001-139);10;Primo-infection tuberculeuse;63.0;Verviers;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);10;Primo-infection tuberculeuse;71.0;Hasselt;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);10;Primo-infection tuberculeuse;82.0;Bastogne;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);10;Primo-infection tuberculeuse;99.0;Sans domicile fixe;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;0.0;Domicile étranger;9;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;11.0;Anvers;75;9
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;12.0;Malines;15;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;13.0;Turnhout;14;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;21.0;Bruxelles-Capitale;149;10
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;23.0;Hal-Vilvorde;19;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;24.0;Louvain;13;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;25.0;Nivelles;13;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;31.0;Bruges;9;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;32.0;Dixmude;0;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;33.0;Ypres;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;34.0;Courtrai;6;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;35.0;Ostende;20;7
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;36.0;Roulers;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;37.0;Tielt;6;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;38.0;Furnes;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;41.0;Alost;7;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;42.0;Termonde;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;43.0;Eeklo;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;44.0;Gand;14;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;45.0;Audenarde;< 5;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;46.0;Saint-Nicolas;6;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;51.0;Ath;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;52.0;Charleroi;33;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;53.0;Mons;9;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;54.0;Mouscron;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;55.0;Soignies;9;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;56.0;Thuin;10;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;57.0;Tournai;< 5;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;61.0;Huy;< 5;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;62.0;Liège;36;6
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;63.0;Verviers;14;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;64.0;Waremme;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;71.0;Hasselt;14;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;72.0;Maaseik;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;73.0;Tongres;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;81.0;Arlon;0;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;82.0;Bastogne;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;83.0;Marche-en-Famenne;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;84.0;Neufchâteau;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;85.0;Virton;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;91.0;Dinant;5;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;92.0;Namur;5;< 5
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;93.0;Philippeville;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);11;Tuberculose pulmonaire;99.0;Sans domicile fixe;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;0.0;Domicile étranger;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;11.0;Anvers;18;< 5
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;12.0;Malines;0;< 5
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;21.0;Bruxelles-Capitale;17;< 5
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;23.0;Hal-Vilvorde;< 5;< 5
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;25.0;Nivelles;< 5;< 5
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;31.0;Bruges;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;34.0;Courtrai;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;35.0;Ostende;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;36.0;Roulers;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;41.0;Alost;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;42.0;Termonde;< 5;< 5
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;44.0;Gand;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;45.0;Audenarde;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;46.0;Saint-Nicolas;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;52.0;Charleroi;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;55.0;Soignies;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;62.0;Liège;6;< 5
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;63.0;Verviers;5;0
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;71.0;Hasselt;6;0
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;72.0;Maaseik;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;73.0;Tongres;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;91.0;Dinant;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);12;Autres tuberculoses du système respiratoire;92.0;Namur;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);13;Tuberculose des méninges et du système nerveux central;0.0;Domicile étranger;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);13;Tuberculose des méninges et du système nerveux central;11.0;Anvers;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);13;Tuberculose des méninges et du système nerveux central;21.0;Bruxelles-Capitale;12;< 5
1 - Maladies infectieuses et parasitaires (001-139);13;Tuberculose des méninges et du système nerveux central;24.0;Louvain;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);13;Tuberculose des méninges et du système nerveux central;52.0;Charleroi;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);13;Tuberculose des méninges et du système nerveux central;62.0;Liège;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);13;Tuberculose des méninges et du système nerveux central;63.0;Verviers;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);13;Tuberculose des méninges et du système nerveux central;71.0;Hasselt;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);14;Tuberculose de l'intestin, du péritoine et des ganglions mésentériques;0.0;Domicile étranger;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);14;Tuberculose de l'intestin, du péritoine et des ganglions mésentériques;11.0;Anvers;5;0
1 - Maladies infectieuses et parasitaires (001-139);14;Tuberculose de l'intestin, du péritoine et des ganglions mésentériques;12.0;Malines;< 5;< 5
1 - Maladies infectieuses et parasitaires (001-139);14;Tuberculose de l'intestin, du péritoine et des ganglions mésentériques;21.0;Bruxelles-Capitale;10;< 5
1 - Maladies infectieuses et parasitaires (001-139);14;Tuberculose de l'intestin, du péritoine et des ganglions mésentériques;23.0;Hal-Vilvorde;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);14;Tuberculose de l'intestin, du péritoine et des ganglions mésentériques;24.0;Louvain;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);14;Tuberculose de l'intestin, du péritoine et des ganglions mésentériques;25.0;Nivelles;0;< 5
1 - Maladies infectieuses et parasitaires (001-139);14;Tuberculose de l'intestin, du péritoine et des ganglions mésentériques;31.0;Bruges;< 5;< 5
1 - Maladies infectieuses et parasitaires (001-139);14;Tuberculose de l'intestin, du péritoine et des ganglions mésentériques;45.0;Audenarde;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);14;Tuberculose de l'intestin, du péritoine et des ganglions mésentériques;46.0;Saint-Nicolas;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);14;Tuberculose de l'intestin, du péritoine et des ganglions mésentériques;53.0;Mons;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);14;Tuberculose de l'intestin, du péritoine et des ganglions mésentériques;55.0;Soignies;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);14;Tuberculose de l'intestin, du péritoine et des ganglions mésentériques;71.0;Hasselt;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);14;Tuberculose de l'intestin, du péritoine et des ganglions mésentériques;84.0;Neufchâteau;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);15;Tuberculose des os et des articulations;0.0;Domicile étranger;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);15;Tuberculose des os et des articulations;11.0;Anvers;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);15;Tuberculose des os et des articulations;13.0;Turnhout;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);15;Tuberculose des os et des articulations;21.0;Bruxelles-Capitale;9;< 5
1 - Maladies infectieuses et parasitaires (001-139);15;Tuberculose des os et des articulations;31.0;Bruges;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);15;Tuberculose des os et des articulations;32.0;Dixmude;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);15;Tuberculose des os et des articulations;35.0;Ostende;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);15;Tuberculose des os et des articulations;38.0;Furnes;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);15;Tuberculose des os et des articulations;43.0;Eeklo;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);15;Tuberculose des os et des articulations;44.0;Gand;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);15;Tuberculose des os et des articulations;46.0;Saint-Nicolas;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);15;Tuberculose des os et des articulations;52.0;Charleroi;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);15;Tuberculose des os et des articulations;62.0;Liège;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);15;Tuberculose des os et des articulations;63.0;Verviers;< 5;< 5
1 - Maladies infectieuses et parasitaires (001-139);15;Tuberculose des os et des articulations;72.0;Maaseik;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);16;Tuberculose du système génito-urinaire;11.0;Anvers;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);16;Tuberculose du système génito-urinaire;21.0;Bruxelles-Capitale;5;0
1 - Maladies infectieuses et parasitaires (001-139);16;Tuberculose du système génito-urinaire;23.0;Hal-Vilvorde;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);16;Tuberculose du système génito-urinaire;25.0;Nivelles;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);16;Tuberculose du système génito-urinaire;44.0;Gand;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);16;Tuberculose du système génito-urinaire;57.0;Tournai;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;0.0;Domicile étranger;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;11.0;Anvers;9;< 5
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;13.0;Turnhout;< 5;< 5
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;21.0;Bruxelles-Capitale;13;< 5
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;23.0;Hal-Vilvorde;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;24.0;Louvain;< 5;< 5
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;25.0;Nivelles;6;0
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;34.0;Courtrai;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;35.0;Ostende;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;36.0;Roulers;< 5;< 5
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;41.0;Alost;< 5;< 5
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;42.0;Termonde;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;44.0;Gand;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;52.0;Charleroi;5;0
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;53.0;Mons;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;55.0;Soignies;5;< 5
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;57.0;Tournai;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;62.0;Liège;5;< 5
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;63.0;Verviers;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;71.0;Hasselt;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;72.0;Maaseik;< 5;0
1 - Maladies infectieuses et parasitaires (001-139);17;Tuberculose d'autres organes;73.0;Tongres;0;< 5
